seg_id	seg_chrom	seg_start	seg_end	seg_name	seg_strand	MN10_WT_Rep1_ontDNA_iPSC_hiPS6_human_basecalls_5mC_5hmC_hg38.sorted_h_meth_calls	MN10_WT_Rep1_ontDNA_iPSC_hiPS6_human_basecalls_5mC_5hmC_hg38.sorted_h_unmeth_calls	MN10_WT_Rep1_ontDNA_iPSC_hiPS6_human_basecalls_5mC_5hmC_hg38.sorted_h_no_calls	MN10_WT_Rep1_ontDNA_iPSC_hiPS6_human_basecalls_5mC_5hmC_hg38.sorted_h_methfrac	MN10_WT_Rep1_ontDNA_iPSC_hiPS6_human_basecalls_5mC_5hmC_hg38.sorted_h_readcount	MN10_WT_Rep1_ontDNA_iPSC_hiPS6_human_basecalls_5mC_5hmC_hg38.sorted_m_meth_calls	MN10_WT_Rep1_ontDNA_iPSC_hiPS6_human_basecalls_5mC_5hmC_hg38.sorted_m_unmeth_calls	MN10_WT_Rep1_ontDNA_iPSC_hiPS6_human_basecalls_5mC_5hmC_hg38.sorted_m_no_calls	MN10_WT_Rep1_ontDNA_iPSC_hiPS6_human_basecalls_5mC_5hmC_hg38.sorted_m_methfrac	MN10_WT_Rep1_ontDNA_iPSC_hiPS6_human_basecalls_5mC_5hmC_hg38.sorted_m_readcount	MN10_WT_Rep1_ontDNA_iPSC_hiPS48_human_basecalls_5mC_5hmC_hg38.sorted_h_meth_calls	MN10_WT_Rep1_ontDNA_iPSC_hiPS48_human_basecalls_5mC_5hmC_hg38.sorted_h_unmeth_calls	MN10_WT_Rep1_ontDNA_iPSC_hiPS48_human_basecalls_5mC_5hmC_hg38.sorted_h_no_calls	MN10_WT_Rep1_ontDNA_iPSC_hiPS48_human_basecalls_5mC_5hmC_hg38.sorted_h_methfrac	MN10_WT_Rep1_ontDNA_iPSC_hiPS48_human_basecalls_5mC_5hmC_hg38.sorted_h_readcount	MN10_WT_Rep1_ontDNA_iPSC_hiPS48_human_basecalls_5mC_5hmC_hg38.sorted_m_meth_calls	MN10_WT_Rep1_ontDNA_iPSC_hiPS48_human_basecalls_5mC_5hmC_hg38.sorted_m_unmeth_calls	MN10_WT_Rep1_ontDNA_iPSC_hiPS48_human_basecalls_5mC_5hmC_hg38.sorted_m_no_calls	MN10_WT_Rep1_ontDNA_iPSC_hiPS48_human_basecalls_5mC_5hmC_hg38.sorted_m_methfrac	MN10_WT_Rep1_ontDNA_iPSC_hiPS48_human_basecalls_5mC_5hmC_hg38.sorted_m_readcount	MN10_WT_Rep1_ontDNA_org_hiPS6_human_d15_basecalls_5mC_5hmC_hg38.sorted_h_meth_calls	MN10_WT_Rep1_ontDNA_org_hiPS6_human_d15_basecalls_5mC_5hmC_hg38.sorted_h_unmeth_calls	MN10_WT_Rep1_ontDNA_org_hiPS6_human_d15_basecalls_5mC_5hmC_hg38.sorted_h_no_calls	MN10_WT_Rep1_ontDNA_org_hiPS6_human_d15_basecalls_5mC_5hmC_hg38.sorted_h_methfrac	MN10_WT_Rep1_ontDNA_org_hiPS6_human_d15_basecalls_5mC_5hmC_hg38.sorted_h_readcount	MN10_WT_Rep1_ontDNA_org_hiPS6_human_d15_basecalls_5mC_5hmC_hg38.sorted_m_meth_calls	MN10_WT_Rep1_ontDNA_org_hiPS6_human_d15_basecalls_5mC_5hmC_hg38.sorted_m_unmeth_calls	MN10_WT_Rep1_ontDNA_org_hiPS6_human_d15_basecalls_5mC_5hmC_hg38.sorted_m_no_calls	MN10_WT_Rep1_ontDNA_org_hiPS6_human_d15_basecalls_5mC_5hmC_hg38.sorted_m_methfrac	MN10_WT_Rep1_ontDNA_org_hiPS6_human_d15_basecalls_5mC_5hmC_hg38.sorted_m_readcount
chr18:32862584-32862684	chr18	32862584	32862684	L1PA2_dup4680	.	12	77	8	0.1348314606741573	17	64	26	7	0.7111111111111111	17	20	134	11	0.12987012987012986	29	112	43	10	0.7225806451612903	29	2	281	20	0.007067137809187279	51	263	20	20	0.9293286219081273	51
chr18:34331116-34331216	chr18	34331116	34331216	L1PA2_dup4681	.	4	112	6	0.034482758620689655	21	105	12	5	0.8974358974358975	21	17	108	6	0.136	23	70	56	5	0.5555555555555556	23	5	255	21	0.019230769230769232	48	249	11	21	0.9576923076923077	48
chr18:34558295-34558395	chr18	34558295	34558395	L1PA2_dup4683	.	0	89	5	0.0	24	84	5	5	0.9438202247191011	24	5	105	8	0.045454545454545456	31	100	11	7	0.9009009009009009	31	1	120	5	0.008264462809917356	33	118	2	6	0.9833333333333333	33
chr18:35205780-35205880	chr18	35205780	35205880	L1PA2_dup4686	.	4	76	5	0.05	22	69	11	5	0.8625	22	3	68	9	0.04225352112676056	21	67	3	10	0.9571428571428572	21	0	165	13	0.0	48	161	2	15	0.9877300613496932	48
chr18:39924370-39924470	chr18	39924370	39924470	L1PA2_dup4689	.	3	61	4	0.046875	18	61	3	4	0.953125	18	5	41	3	0.10869565217391304	17	38	9	2	0.8085106382978723	17	1	189	8	0.005263157894736842	52	181	8	9	0.9576719576719577	52
chr18:41631743-41631843	chr18	41631743	41631843	L1PA2_dup4692	.	6	66	7	0.08333333333333333	16	39	34	6	0.5342465753424658	16	6	71	3	0.07792207792207792	17	43	33	4	0.5657894736842105	17	5	170	19	0.02857142857142857	40	133	43	18	0.7556818181818182	40
chr18:55721429-55721529	chr18	55721429	55721529	L1PA2_dup4712	.	2	91	8	0.021505376344086023	17	83	8	10	0.9120879120879121	17	16	87	4	0.1553398058252427	18	82	23	2	0.780952380952381	18	10	216	38	0.04424778761061947	49	210	13	41	0.9417040358744395	49
chr18:57259697-57259797	chr18	57259697	57259797	L1PA2_dup4713	.	3	110	3	0.02654867256637168	30	108	5	3	0.9557522123893806	30	1	84	4	0.011764705882352941	23	76	9	4	0.8941176470588236	23	4	185	11	0.021164021164021163	51	181	8	11	0.9576719576719577	51
chr18:57719249-57719349	chr18	57719249	57719349	L1PA2_dup4714	.	3	54	4	0.05263157894736842	13	49	9	3	0.8448275862068966	13	6	74	7	0.075	18	70	10	7	0.875	18	5	226	22	0.021645021645021644	54	211	17	25	0.9254385964912281	54
chr18:59409870-59409970	chr18	59409870	59409970	L1PA2_dup4716	.	24	90	13	0.21052631578947367	27	69	47	11	0.5948275862068966	27	24	73	9	0.24742268041237114	23	52	45	9	0.5360824742268041	23	9	199	16	0.04326923076923077	46	188	17	19	0.9170731707317074	46
chr2:106130893-106130993	chr2	106130893	106130993	L1PA2_dup472	.	6	77	5	0.07228915662650602	19	15	67	6	0.18292682926829268	19	11	135	4	0.07534246575342465	31	22	123	5	0.15172413793103448	31	9	196	10	0.04390243902439024	46	74	130	11	0.3627450980392157	46
chr18:68790753-68790853	chr18	68790753	68790853	L1PA2_dup4733	.	1	89	5	0.011111111111111112	20	77	13	5	0.8555555555555555	20	10	85	5	0.10526315789473684	20	83	12	5	0.8736842105263158	20	5	156	18	0.031055900621118012	38	152	6	21	0.9620253164556962	38
chr19:37837503-37837603	chr19	37837503	37837603	L1PA2_dup4762	.	13	185	13	0.06565656565656566	31	169	25	17	0.8711340206185567	31	12	82	7	0.1276595744680851	15	71	22	8	0.7634408602150538	15	3	301	33	0.009868421052631578	51	295	10	32	0.9672131147540983	51
chr20:12582508-12582608	chr20	12582508	12582608	L1PA2_dup4775	.	1	43	7	0.022727272727272728	17	40	4	7	0.9090909090909091	17	1	49	6	0.02	19	44	6	6	0.88	19	2	130	14	0.015151515151515152	52	126	6	14	0.9545454545454546	52
chr20:53472645-53472745	chr20	53472645	53472745	L1PA2_dup4776	.	3	86	5	0.033707865168539325	29	79	10	5	0.8876404494382022	29	2	53	6	0.03636363636363636	16	53	2	6	0.9636363636363636	16	2	145	5	0.013605442176870748	45	139	7	6	0.952054794520548	45
chr20:129965-130065	chr20	129965	130065	L1PA2_dup4777	.	2	75	15	0.025974025974025976	16	69	6	17	0.92	16	1	68	5	0.014492753623188406	16	67	2	5	0.9710144927536232	16	3	278	33	0.010676156583629894	55	258	19	37	0.9314079422382672	55
chr20:21887656-21887756	chr20	21887656	21887756	L1PA2_dup4778	.	6	32	3	0.15789473684210525	11	29	8	4	0.7837837837837838	11	11	68	11	0.13924050632911392	24	52	27	11	0.6582278481012658	24	5	207	15	0.02358490566037736	59	191	18	18	0.9138755980861244	59
chr20:8601027-8601127	chr20	8601027	8601127	L1PA2_dup4791	.	14	72	9	0.16279069767441862	18	60	27	8	0.6896551724137931	18	0	52	1	0.0	10	22	30	1	0.4230769230769231	10	28	267	27	0.09491525423728814	57	248	46	28	0.8435374149659864	57
chr20:42206270-42206370	chr20	42206270	42206370	L1PA2_dup4836	.	8	92	4	0.08	19	79	21	4	0.79	19	0	49	4	0.0	9	47	2	4	0.9591836734693877	9	8	262	19	0.02962962962962963	50	238	33	18	0.8782287822878229	50
chr20:53503852-53503952	chr20	53503852	53503952	L1PA2_dup4843	.	2	79	3	0.024691358024691357	14	72	8	4	0.9	14	4	83	1	0.04597701149425287	15	74	12	2	0.8604651162790697	15	3	254	19	0.011673151750972763	49	247	7	22	0.9724409448818898	49
chr21:25918368-25918468	chr21	25918368	25918468	L1PA2_dup4885	.	0	169	23	0.0	28	157	12	23	0.9289940828402367	28	7	106	12	0.061946902654867256	18	103	10	12	0.911504424778761	18	5	267	27	0.01838235294117647	45	251	21	27	0.9227941176470589	45
chr21:35499691-35499791	chr21	35499691	35499791	L1PA2_dup4901	.	3	63	9	0.045454545454545456	15	52	14	9	0.7878787878787878	15	2	79	3	0.024691358024691357	17	78	3	3	0.9629629629629629	17	10	293	15	0.033003300330033	65	285	18	15	0.9405940594059405	65
chr22:32300584-32300684	chr22	32300584	32300684	L1PA2_dup4936	.	1	28	1	0.034482758620689655	12	28	1	1	0.9655172413793104	12	1	56	6	0.017543859649122806	21	45	13	5	0.7758620689655172	21	3	94	17	0.030927835051546393	49	91	4	19	0.9578947368421052	49
chr2:118142920-118143020	chr2	118142920	118143020	L1PA2_dup497	.	13	105	12	0.11016949152542373	27	91	26	13	0.7777777777777778	27	7	76	7	0.08433734939759036	20	50	33	7	0.6024096385542169	20	19	249	34	0.0708955223880597	64	232	36	34	0.8656716417910447	64
chr2:118901692-118901792	chr2	118901692	118901792	L1PA2_dup500	.	7	127	11	0.05223880597014925	21	120	14	11	0.8955223880597015	21	0	62	5	0.0	19	53	9	5	0.8548387096774194	19	7	319	17	0.02147239263803681	50	293	33	17	0.8987730061349694	50
chr2:122018608-122018708	chr2	122018608	122018708	L1PA2_dup503	.	5	43	5	0.10416666666666667	14	39	9	5	0.8125	14	6	30	3	0.16666666666666666	10	30	6	3	0.8333333333333334	10	4	138	16	0.028169014084507043	42	136	4	18	0.9714285714285714	42
chr2:124139776-124139876	chr2	124139776	124139876	L1PA2_dup513	.	3	77	2	0.0375	14	72	9	1	0.8888888888888888	14	4	61	4	0.06153846153846154	12	57	8	4	0.8769230769230769	12	7	286	24	0.023890784982935155	56	277	12	28	0.9584775086505191	56
chr2:124362234-124362334	chr2	124362234	124362334	L1PA2_dup514	.	5	62	3	0.07462686567164178	11	60	7	3	0.8955223880597015	11	10	140	16	0.06666666666666667	24	129	21	16	0.86	24	3	281	22	0.01056338028169014	45	274	5	27	0.982078853046595	45
chr2:124407871-124407971	chr2	124407871	124407971	L1PA2_dup515	.	8	92	11	0.08	24	82	18	11	0.82	24	12	95	13	0.11214953271028037	24	94	13	13	0.8785046728971962	24	11	211	11	0.04954954954954955	49	206	14	13	0.9363636363636364	49
chr2:124599068-124599168	chr2	124599068	124599168	L1PA2_dup516	.	1	122	7	0.008130081300813009	22	111	13	6	0.8951612903225806	22	12	105	8	0.10256410256410256	21	102	15	8	0.8717948717948718	21	2	183	14	0.010810810810810811	34	181	4	14	0.9783783783783784	34
chr1:60640013-60640113	chr1	60640013	60640113	L1PA2_dup52	.	5	102	9	0.04672897196261682	21	83	25	8	0.7685185185185185	21	5	56	4	0.08196721311475409	11	55	6	4	0.9016393442622951	11	3	310	12	0.009584664536741214	55	304	7	14	0.977491961414791	55
chr2:128864916-128865016	chr2	128864916	128865016	L1PA2_dup521	.	2	90	4	0.021739130434782608	18	75	17	4	0.8152173913043478	18	14	104	15	0.11864406779661017	25	90	29	14	0.7563025210084033	25	11	236	21	0.044534412955465584	50	228	18	22	0.926829268292683	50
chr2:133470938-133471038	chr2	133470938	133471038	L1PA2_dup526	.	1	68	8	0.014492753623188406	16	59	11	7	0.8428571428571429	16	6	76	6	0.07317073170731707	18	64	19	5	0.7710843373493976	18	4	251	12	0.01568627450980392	55	241	12	14	0.9525691699604744	55
chr2:133910481-133910581	chr2	133910481	133910581	L1PA2_dup528	.	4	49	8	0.07547169811320754	16	45	8	8	0.8490566037735849	16	7	83	2	0.07777777777777778	24	68	22	2	0.7555555555555555	24	7	182	22	0.037037037037037035	54	173	16	22	0.9153439153439153	54
chr2:134656474-134656574	chr2	134656474	134656574	L1PA2_dup530	.	12	87	10	0.12121212121212122	17	71	27	11	0.7244897959183674	17	32	144	13	0.18181818181818182	28	131	45	13	0.7443181818181818	28	8	271	13	0.02867383512544803	43	262	14	16	0.9492753623188406	43
chr2:134825452-134825552	chr2	134825452	134825552	L1PA2_dup531	.	3	105	10	0.027777777777777776	22	90	19	9	0.8256880733944955	22	1	58	7	0.01694915254237288	12	56	3	7	0.9491525423728814	12	8	216	26	0.03571428571428571	49	212	10	28	0.954954954954955	49
chr2:143006043-143006143	chr2	143006043	143006143	L1PA2_dup548	.	3	49	4	0.057692307692307696	14	48	4	4	0.9230769230769231	14	9	71	6	0.1125	22	64	15	7	0.810126582278481	22	3	157	15	0.01875	45	153	7	15	0.95625	45
chr2:143661563-143661663	chr2	143661563	143661663	L1PA2_dup551	.	2	47	5	0.04081632653061224	12	44	5	5	0.8979591836734694	12	0	98	17	0.0	24	92	5	18	0.9484536082474226	24	4	212	17	0.018518518518518517	51	209	5	19	0.9766355140186916	51
chr2:149850458-149850558	chr2	149850458	149850558	L1PA2_dup559	.	1	66	4	0.014925373134328358	18	64	3	4	0.9552238805970149	18	4	61	2	0.06153846153846154	19	58	5	4	0.9206349206349206	19	4	116	17	0.03333333333333333	37	114	4	19	0.9661016949152542	37
chr2:151704789-151704889	chr2	151704789	151704889	L1PA2_dup560	.	10	138	11	0.06756756756756757	23	122	24	13	0.8356164383561644	23	13	170	13	0.07103825136612021	30	150	33	13	0.819672131147541	30	6	259	14	0.022641509433962263	42	255	8	16	0.9695817490494296	42
chr2:153403852-153403952	chr2	153403852	153403952	L1PA2_dup563	.	9	130	9	0.06474820143884892	30	103	37	8	0.7357142857142858	30	6	64	7	0.08571428571428572	16	45	27	5	0.625	16	14	207	18	0.06334841628959276	49	191	28	20	0.8721461187214612	49
chr2:153719448-153719548	chr2	153719448	153719548	L1PA2_dup566	.	2	70	4	0.027777777777777776	16	68	4	4	0.9444444444444444	16	3	69	1	0.041666666666666664	18	61	10	2	0.8591549295774648	18	12	216	22	0.05263157894736842	52	212	15	23	0.933920704845815	52
chr1:65564476-65564576	chr1	65564476	65564576	L1PA2_dup57	.	10	59	4	0.14492753623188406	15	44	25	4	0.6376811594202898	15	0	0	0	NaN	0	0	0	0	NaN	0	7	115	17	0.05737704918032787	30	108	13	18	0.8925619834710744	30
chr2:155965888-155965988	chr2	155965888	155965988	L1PA2_dup578	.	5	70	5	0.06666666666666667	15	61	14	5	0.8133333333333334	15	13	95	7	0.12037037037037036	20	75	32	8	0.7009345794392523	20	5	186	25	0.02617801047120419	39	182	8	26	0.9578947368421052	39
chr2:156254519-156254619	chr2	156254519	156254619	L1PA2_dup579	.	10	86	2	0.10416666666666667	17	23	74	1	0.23711340206185566	17	0	60	1	0.0	11	8	52	1	0.13333333333333333	11	11	222	8	0.04721030042918455	43	118	114	9	0.5086206896551724	43
chr2:157368536-157368636	chr2	157368536	157368636	L1PA2_dup581	.	5	105	6	0.045454545454545456	24	104	6	6	0.9454545454545454	24	3	64	8	0.04477611940298507	15	63	4	8	0.9402985074626866	15	4	254	13	0.015503875968992248	57	243	10	18	0.9604743083003953	57
chr2:157515144-157515244	chr2	157515144	157515244	L1PA2_dup582	.	4	46	7	0.08	15	38	13	6	0.7450980392156863	15	9	34	5	0.20930232558139536	13	34	9	5	0.7906976744186046	13	8	190	17	0.04040404040404041	56	187	12	16	0.9396984924623115	56
chr2:158351232-158351332	chr2	158351232	158351332	L1PA2_dup584	.	12	108	11	0.1	22	84	36	11	0.7	22	13	109	8	0.10655737704918032	22	103	20	7	0.8373983739837398	22	2	203	27	0.00975609756097561	41	201	4	27	0.9804878048780488	41
chr2:158522618-158522718	chr2	158522618	158522718	L1PA2_dup585	.	4	81	12	0.047058823529411764	17	71	14	12	0.8352941176470589	17	15	139	11	0.09740259740259741	31	112	41	12	0.7320261437908496	31	6	247	14	0.023715415019762844	48	244	8	15	0.9682539682539683	48
chr2:160856648-160856748	chr2	160856648	160856748	L1PA2_dup589	.	0	41	1	0.0	7	40	1	1	0.975609756097561	7	8	81	6	0.0898876404494382	16	78	11	6	0.8764044943820225	16	9	260	36	0.03345724907063197	52	248	17	40	0.9358490566037736	52
chr2:165485935-165486035	chr2	165485935	165486035	L1PA2_dup595	.	0	112	1	0.0	19	109	3	1	0.9732142857142857	19	1	67	3	0.014705882352941176	12	66	2	3	0.9705882352941176	12	2	196	10	0.010101010101010102	36	193	3	12	0.9846938775510204	36
chr2:165737594-165737694	chr2	165737594	165737694	L1PA2_dup596	.	3	127	16	0.023076923076923078	25	119	12	15	0.9083969465648855	25	8	133	25	0.05673758865248227	29	132	11	23	0.9230769230769231	29	4	256	34	0.015384615384615385	53	255	8	31	0.9695817490494296	53
chr2:173705310-173705410	chr2	173705310	173705410	L1PA2_dup608	.	12	49	4	0.19672131147540983	13	44	17	4	0.7213114754098361	13	5	75	6	0.0625	18	65	14	7	0.8227848101265823	18	40	242	25	0.14184397163120568	65	232	48	27	0.8285714285714286	65
chr2:174410382-174410482	chr2	174410382	174410482	L1PA2_dup610	.	2	74	13	0.02631578947368421	23	51	26	12	0.6623376623376623	23	7	56	4	0.1111111111111111	18	24	39	4	0.38095238095238093	18	12	173	10	0.06486486486486487	52	143	43	9	0.7688172043010753	52
chr2:175594463-175594563	chr2	175594463	175594563	L1PA2_dup612	.	15	83	7	0.15306122448979592	19	72	25	8	0.7422680412371134	19	15	91	10	0.14150943396226415	21	74	31	11	0.7047619047619048	21	15	223	20	0.06302521008403361	49	209	26	23	0.8893617021276595	49
chr2:182031139-182031239	chr2	182031139	182031239	L1PA2_dup623	.	3	67	4	0.04285714285714286	25	18	53	3	0.2535211267605634	25	2	55	5	0.03508771929824561	22	46	11	5	0.8070175438596491	22	7	148	11	0.04516129032258064	60	68	86	12	0.44155844155844154	60
chr2:185425362-185425462	chr2	185425362	185425462	L1PA2_dup629	.	7	108	3	0.06086956521739131	24	54	60	4	0.47368421052631576	24	12	103	11	0.10434782608695652	26	55	62	9	0.4700854700854701	26	5	188	16	0.025906735751295335	43	130	60	19	0.6842105263157895	43
chr2:185847656-185847756	chr2	185847656	185847756	L1PA2_dup635	.	1	84	5	0.011764705882352941	16	77	6	7	0.927710843373494	16	0	60	4	0.0	11	60	0	4	1.0	11	5	251	13	0.01953125	46	249	6	14	0.9764705882352941	46
chr2:185864598-185864698	chr2	185864598	185864698	L1PA2_dup636	.	2	81	11	0.024096385542168676	20	70	12	12	0.8536585365853658	20	3	105	5	0.027777777777777776	23	104	3	6	0.9719626168224299	23	8	194	16	0.039603960396039604	44	194	8	16	0.9603960396039604	44
chr1:68881705-68881805	chr1	68881705	68881805	L1PA2_dup65	.	8	75	9	0.0963855421686747	16	64	17	11	0.7901234567901234	16	10	107	15	0.08547008547008547	23	106	11	15	0.905982905982906	23	9	332	22	0.026392961876832845	64	326	15	22	0.9560117302052786	64
chr2:191761850-191761950	chr2	191761850	191761950	L1PA2_dup651	.	14	83	7	0.14432989690721648	21	78	19	7	0.8041237113402062	21	10	56	2	0.15151515151515152	14	54	12	2	0.8181818181818182	14	2	220	17	0.009009009009009009	49	214	8	17	0.963963963963964	49
chr2:192274350-192274450	chr2	192274350	192274450	L1PA2_dup652	.	2	117	16	0.01680672268907563	20	110	7	18	0.9401709401709402	20	5	130	7	0.037037037037037035	21	126	9	7	0.9333333333333333	21	5	273	26	0.017985611510791366	46	266	11	27	0.9602888086642599	46
chr2:196527400-196527500	chr2	196527400	196527500	L1PA2_dup662	.	15	117	8	0.11363636363636363	21	108	24	8	0.8181818181818182	21	7	90	7	0.07216494845360824	16	71	25	8	0.7395833333333334	16	13	271	17	0.045774647887323945	44	262	21	18	0.9257950530035336	44
chr2:197640661-197640761	chr2	197640661	197640761	L1PA2_dup663	.	19	138	10	0.12101910828025478	26	129	27	11	0.8269230769230769	26	15	118	9	0.11278195488721804	22	106	27	9	0.7969924812030075	22	24	254	22	0.08633093525179857	44	240	33	27	0.8791208791208791	44
chr2:197693461-197693561	chr2	197693461	197693561	L1PA2_dup664	.	27	149	9	0.1534090909090909	28	135	41	9	0.7670454545454546	28	12	114	10	0.09523809523809523	21	110	18	8	0.859375	21	6	369	15	0.016	57	355	17	18	0.9543010752688172	57
chr2:206908036-206908136	chr2	206908036	206908136	L1PA2_dup675	.	3	133	8	0.022058823529411766	30	125	11	8	0.9191176470588235	30	2	84	3	0.023255813953488372	18	84	2	3	0.9767441860465116	18	10	217	11	0.04405286343612335	50	211	14	13	0.9377777777777778	50
chr2:208811622-208811722	chr2	208811622	208811722	L1PA2_dup678	.	1	43	2	0.022727272727272728	16	37	7	2	0.8409090909090909	16	5	53	3	0.08620689655172414	22	49	9	3	0.8448275862068966	22	2	111	13	0.017699115044247787	44	110	3	13	0.9734513274336283	44
chr2:209752108-209752208	chr2	209752108	209752208	L1PA2_dup684	.	5	95	1	0.05	18	79	20	2	0.797979797979798	18	9	74	4	0.10843373493975904	16	70	12	5	0.8536585365853658	16	2	217	13	0.0091324200913242	40	216	2	14	0.9908256880733946	40
chr2:211219321-211219421	chr2	211219321	211219421	L1PA2_dup688	.	2	90	8	0.021739130434782608	27	82	10	8	0.8913043478260869	27	3	72	5	0.04	20	64	12	4	0.8421052631578947	20	5	164	16	0.029585798816568046	49	163	6	16	0.9644970414201184	49
chr2:211888537-211888637	chr2	211888537	211888637	L1PA2_dup689	.	5	99	8	0.04807692307692308	19	99	5	8	0.9519230769230769	19	5	40	7	0.1111111111111111	9	40	6	6	0.8695652173913043	9	11	261	24	0.04044117647058824	55	254	15	27	0.9442379182156134	55
chr2:214683797-214683897	chr2	214683797	214683897	L1PA2_dup694	.	1	56	0	0.017543859649122806	16	0	57	0	0.0	16	1	102	0	0.009708737864077669	27	0	103	0	0.0	27	4	175	1	0.0223463687150838	50	1	177	2	0.0056179775280898875	50
chr2:219931819-219931919	chr2	219931819	219931919	L1PA2_dup695	.	24	99	7	0.1951219512195122	25	95	28	7	0.7723577235772358	25	30	89	10	0.25210084033613445	22	78	40	11	0.6610169491525424	22	14	223	19	0.05907172995780591	50	212	25	19	0.8945147679324894	50
chr2:221984563-221984663	chr2	221984563	221984663	L1PA2_dup697	.	1	79	6	0.0125	29	62	17	7	0.7848101265822784	29	5	40	2	0.1111111111111111	16	38	7	2	0.8444444444444444	16	2	157	6	0.012578616352201259	56	154	4	7	0.9746835443037974	56
chr2:222155532-222155632	chr2	222155532	222155632	L1PA2_dup698	.	5	44	7	0.10204081632653061	18	16	34	6	0.32	18	8	72	3	0.1	22	15	63	5	0.19230769230769232	22	12	189	18	0.05970149253731343	70	144	57	18	0.7164179104477612	70
chr2:228425924-228426024	chr2	228425924	228426024	L1PA2_dup716	.	1	65	4	0.015151515151515152	14	54	13	3	0.8059701492537313	14	4	56	4	0.06666666666666667	15	52	8	4	0.8666666666666667	15	3	229	18	0.01293103448275862	53	220	10	20	0.9565217391304348	53
chr2:228568258-228568358	chr2	228568258	228568358	L1PA2_dup717	.	4	67	8	0.056338028169014086	19	58	14	7	0.8055555555555556	19	9	63	7	0.125	20	62	10	7	0.8611111111111112	20	7	191	20	0.03535353535353535	51	189	9	20	0.9545454545454546	51
chr2:228755694-228755794	chr2	228755694	228755794	L1PA2_dup718	.	3	135	16	0.021739130434782608	23	133	4	17	0.9708029197080292	23	7	183	14	0.03684210526315789	30	181	9	14	0.9526315789473684	30	3	354	22	0.008403361344537815	55	340	15	24	0.9577464788732394	55
chr2:234888390-234888490	chr2	234888390	234888490	L1PA2_dup726	.	16	149	14	0.09696969696969697	26	79	88	12	0.47305389221556887	26	14	114	11	0.109375	22	62	70	7	0.4696969696969697	22	37	317	43	0.10451977401129943	61	262	85	50	0.7550432276657061	61
chr2:236389589-236389689	chr2	236389589	236389689	L1PA2_dup727	.	7	79	9	0.08139534883720931	20	64	22	9	0.7441860465116279	20	19	68	5	0.21839080459770116	19	50	37	5	0.5747126436781609	19	10	196	20	0.04854368932038835	47	187	15	24	0.9257425742574258	47
chr3:22801379-22801479	chr3	22801379	22801479	L1PA2_dup731	.	3	62	16	0.046153846153846156	21	51	14	16	0.7846153846153846	21	5	60	11	0.07692307692307693	19	56	9	11	0.8615384615384616	19	2	129	18	0.015267175572519083	39	123	4	22	0.968503937007874	39
chr3:55052029-55052129	chr3	55052029	55052129	L1PA2_dup732	.	1	75	8	0.013157894736842105	29	69	7	8	0.9078947368421053	29	7	52	6	0.11864406779661017	23	47	12	6	0.7966101694915254	23	3	121	17	0.024193548387096774	50	115	10	16	0.92	50
chr3:135658604-135658704	chr3	135658604	135658704	L1PA2_dup734	.	9	41	3	0.18	12	30	19	4	0.6122448979591837	12	12	123	7	0.08888888888888889	30	98	39	5	0.7153284671532847	30	7	147	12	0.045454545454545456	38	132	22	12	0.8571428571428571	38
chr3:192155228-192155328	chr3	192155228	192155328	L1PA2_dup737	.	1	78	4	0.012658227848101266	15	3	78	2	0.037037037037037035	15	5	125	6	0.038461538461538464	27	15	117	4	0.11363636363636363	27	10	181	9	0.05235602094240838	39	28	167	5	0.14358974358974358	39
chr1:71888204-71888304	chr1	71888204	71888304	L1PA2_dup74	.	18	63	3	0.2222222222222222	22	60	21	3	0.7407407407407407	22	9	74	0	0.10843373493975904	22	72	11	0	0.8674698795180723	22	14	128	11	0.09859154929577464	40	126	18	9	0.875	40
chr3:1387561-1387661	chr3	1387561	1387661	L1PA2_dup741	.	9	48	11	0.15789473684210525	14	44	13	11	0.7719298245614035	14	7	51	12	0.1206896551724138	15	43	16	11	0.7288135593220338	15	1	167	7	0.005952380952380952	36	164	3	8	0.9820359281437125	36
chr3:4253249-4253349	chr3	4253249	4253349	L1PA2_dup745	.	11	47	7	0.1896551724137931	17	24	35	6	0.4067796610169492	17	6	58	3	0.09375	17	49	15	3	0.765625	17	12	124	13	0.08823529411764706	41	93	43	13	0.6838235294117647	41
chr3:6490829-6490929	chr3	6490829	6490929	L1PA2_dup747	.	5	108	8	0.04424778761061947	18	101	11	9	0.9017857142857143	18	7	105	7	0.0625	18	68	44	7	0.6071428571428571	18	10	307	28	0.031545741324921134	52	293	19	33	0.9391025641025641	52
chr3:18936406-18936506	chr3	18936406	18936506	L1PA2_dup759	.	8	117	19	0.064	26	115	12	17	0.905511811023622	26	13	86	17	0.13131313131313133	20	81	18	17	0.8181818181818182	20	6	212	32	0.027522935779816515	44	201	10	39	0.95260663507109	44
chr3:18963733-18963833	chr3	18963733	18963833	L1PA2_dup760	.	4	64	10	0.058823529411764705	16	62	8	8	0.8857142857142857	16	3	54	3	0.05263157894736842	12	47	11	2	0.8103448275862069	12	11	261	13	0.04044117647058824	60	242	28	15	0.8962962962962963	60
chr3:19376525-19376625	chr3	19376525	19376625	L1PA2_dup762	.	1	81	7	0.012195121951219513	18	73	10	6	0.8795180722891566	18	5	121	11	0.03968253968253968	28	117	9	11	0.9285714285714286	28	1	187	7	0.005319148936170213	42	182	5	8	0.9732620320855615	42
